Job Name,label,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted
Full Time Project Management Specialist - Automotive Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Nursing Job,"PLEASE SUBMIT CV IN ENGLISH.Seeking a specialist in project management with skills sets which include project scheduling development and updating, evaluation of project timing risks, ability to escalate issues for attention and resolution, coordinati",Karachi,23-Feb-21
Full Time Project Quality Engineer - Automotive Sector Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Supply Chain Job,"PLEASE SUBMIT CV IN ENGLISH.Seeking a specialist in Quality Systems for Automotive with skills sets which include coordination of Quality related systems, processes, auditing and risk assessment from pre- to post-Start of Production.Candidates will h",Karachi,23-Feb-21
"Full Time Provincial Manager, Wheat Flour Fortification Job in Pakistan",,,Full Time Job,1 Year Job Exp.,Nursing Job,"Employment Type: Project, Full TimeTitle: Provincial Manager, Wheat Flour FortificationLocation: Karachi, SindhDeadline for submission: March 5, 2021About usAt Nutrition International, we make a difference, because nutrition is the difference.Woven i",Karachi,23-Feb-21
Full Time Senior AWS Back-End Developer Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Engineering Job,"Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100 Contactless Respiratory Monitoring System. Circadia develops proprietary hardware, software, and algorithms for early detection of respiratory failure the",Karachi,23-Feb-21
Full Time Senior Full Stack Software Developer Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Engineering Job,"Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100 Contactless Respiratory Monitoring System. Circadia develops proprietary hardware, software, and algorithms for early detection of respiratory failure the",Karachi,23-Feb-21
Full Time Senior Software Quality Assurance Engineer Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Medical & Dental Job,"Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100 Contactless Respiratory Monitoring System. Circadia develops proprietary hardware, software, and algorithms for early detection of respiratory failure the",Karachi,23-Feb-21
Full Time HLS Specialist (f/m/d) Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Production Job,Are you passionate about hardware acceleration? We are currently looking for an HLS Specialist (f/m/d) in Lahore (Pakistan).The transition from behavioural software to highly efficient hardware is one of the greatest challenges facing our industry to,Lahore,23-Feb-21
Full Time Technical Marketing Engineer (f/m/d) Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Production Job,"We are currently seeking a passionate and experienced Technical Marketing Engineer (f/m/d) in Lahore, Pakistan to become part of our worldwide team. You will provide high-quality technical collateral to our customers within ADAS/automotive, IoT, 5G w",Lahore,23-Feb-21
Online Full Time Java Developer Job in Pakistan,,,Full Time Job,1 Year Job Exp.,IT Job,"We want to empower you to continuously develop, so as a member of our team you will be supported to explore and grow through experimentation, hackathons, learning and community involvement.Your technical skills will include:Core Java/ ScalaSpring Fra",Islamabad,23-Feb-21
Full Time Business Analyst Job in Pakistan,,,Full Time Job,1 Year Job Exp.,IT Job,Quickly understands the business issues and data challenges of client's organization and industry.Responsible for conducting requirements gathering sessions.Responsible for creating requirements documentResponsible for creating use cases documentResp,Islamabad,23-Feb-21
"Full Time Salesforce Consultant, Software Engineer/Developer Job in Pakistan",,,Full Time Job,1 Year Job Exp.,IT Job,"Responsible for performing design and development on one or more Project areas like Functional (Configuration/Scripting), Integration with other Application, Data Migration or Data Conversion etc.Responsible for providing effort estimation of design",Islamabad,23-Feb-21
Full Time Assistant Dealer Sales Manager Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Sales Job,"A unique opportunity has arisen for an energetic Assistant Dealer Sales Manager to play a lead role in building a new online used car marketplace in Pakistan. VavaCars is setting out to revolutionize the way cars are traded, by creating the world's m",Karachi,23-Feb-21
Full Time Assistant Warehouse Manager Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Admin Job,"A unique opportunity has arisen for an energetic Assistant Warehouse Manager to play role in building up a new online used car marketplace in Pakistan. VavaCars is setting out to revolutionize the way cars are traded, by creating the world's most tru",Karachi,23-Feb-21
Full Time Corporate Manager Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Sales Job,"A unique opportunity has arisen for an energetic Corporate Manager to play a lead role in building a new C2B online used car marketplace (VavaCars) and worldwide respected brand of our parent company, Vitol.You will be one of the first members of an",Karachi,23-Feb-21
Full Time Customer Contact Agent Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Customer Service Job,A unique opportunity has arisen for an energetic and customer focused Customer Contact Agent to play a lead role in building a new online used car marketplace (VavaCars) that leverages our extensive network of petrol stations and worldwide respected,Karachi,23-Feb-21
Full Time Dealer Sales Manager Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Admin Job,"A unique opportunity has arisen for an energetic Dealer Sales Manager to play a lead role in building up a new online used car marketplace in Pakistan. VavaCars is setting out to revolutionize the way cars are traded, by creating the world's most tru",Karachi,23-Feb-21
Full Time Driver Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Sales Job,"An opportunity has arrived for a Driver for a new C2B2B online used car marketplace in Karachi, Pakistan.Arranging regular cleaning and maintenance services for the vehicleDrive safely while obeying traffic rules, which also includes parking car safe",Karachi,23-Feb-21
Full Time Fraud and Compliance Manager Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Admin Job,A unique opportunity has arisen for a Senior Fraud and Compliance Managerto play a lead role in scaling VavaCars in Pakistan. We are in vibrant scale-up mode and so you will have the opportunity to strongly contribute and be a key player. You will wo,Karachi,23-Feb-21
Full Time HR Business Partner Job in Pakistan,,,Full Time Job,1 Year Job Exp.,HR & Recruiting Job,"A unique opportunity has arisen for a confident, dynamic and employee focused HR Business Partner reporting to the Head of Human Resources, to play a vital role in building HR for a new C2B2B online used car marketplace.This role is designed for an O",Islamabad,23-Feb-21
Full Time Head of HR Job in Pakistan,,,Full Time Job,1 Year Job Exp.,HR & Recruiting Job,"VavaCars is on a mission to transform the Used Car space as we know it. Setting out to revolutionize the way cars are traded, we want to create the world's most trusted car transaction platform. Headquartered in London, with initial locations across",Karachi,23-Feb-21
Online Full Time Online Auctions Manager Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Sales Job,"The Opportunity:A unique opportunity has arisen for an Auction Manager to play a lead role in building a new C2B online used car marketplace (VavaCars) reporting directly to the Head of Sales. This is an essential role in building, managing and growi",Karachi,23-Feb-21
Full Time Pricing Analyst Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Sales Job,"A unique opportunity has arisen for an energetic Pricing Analyst to play a lead role in building a new online used car marketplace in Pakistan. VavaCars is setting out to revolutionize the way cars are traded, by creating the world's most trusted car",Karachi,23-Feb-21
Full Time Purchase Center Inspector Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Admin Job,"A unique opportunity has arisen for an Inspection Officer to play a key role in building a new C2B2B online used car marketplace (VavaCars).Reporting directly to the Inspection Lead of our brand-new venture in Pakistan, you will be one of the first m",Karachi,23-Feb-21
Full Time Purchase Centre Manager Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Customer Service Job,A unique opportunity has arisen for an energetic and customer focused Purchase Centre Manager(PCM) to play a lead role in building a new online used car marketplace that leverages our extensive network of petrol stations and worldwide respected brand,Karachi,23-Feb-21
Full Time Sales Account Manager - Pakistan (Multiple Cities) Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Sales Job,"We are on a mission to disrupt the world's communication landscape! We’re here to build a world of smarter communications without barriers, to engage people and transform lives.We empower businesses with carrier-grade, continuously evolving, and glob",Lahore,23-Feb-21
Full Time Data Analyst Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Computer Software Job,"Noon Academy offers a social learning platform on mobile and web, enabling students to learn from the best teachers, and from each other. From our experience with students, we know that the biggest learning problem is not comprehension; rather, it is",Lahore,23-Feb-21
Full Time Digital Marketing Associate Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Marketing Job,Noon Academy is a well funded social learning platform that has touched the lives of over 9 million students across 5 countries in the last 7 years. We're looking for people who are excited about what we're doing. Knowledge about Edtech is desired bu,Lahore,23-Feb-21
Full Time Global Head of Performance Marketing Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Marketing Job,"About Us: Noon Academy offers a social learning platform on mobile and web, enabling students to learn from the best teachers, and from each other. From our experience with students, we know that the biggest learning problem is not comprehension; rat",Islamabad,23-Feb-21
Full Time Global Strategy Manager Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Admin Job,"Noon Academy is one of the fastest-growing EdTech startups in the World and the first in delivering social learning at scale. It makes study fun by crafting a peer-to-peer learning experience that is joyful, collaborative, and informative. Students j",Lahore,23-Feb-21
Full Time Head of Financial Planning Analysis Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Computer Software Job,Responsibilities:Assess present Financial Planning amp; Analysis function and identify gaps to bridge Create and communicate Financial Planning amp; Analysis strategy and roadmapAccelerate building a capable team of financial analysts to fully achiev,Lahore,23-Feb-21
Full Time Marketing Manager Job in Pakistan,,,Full Time Job,1 Year Job Exp.,Management Job,"Our storyNoon Academy is one of the fastest-growing EdTech startups. In 2013, we started our journey as a simple test preparation website. Seven years later, after thousands of data-driven experiments, Noon Academy has transformed into a versatile, c",Lahore,23-Feb-21
